Year,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1818,-1.59,4.195,Cracow,Poland,50.63N,19.01E
1818,-0.5110000000000001,2.005,Cracow,Poland,50.63N,19.01E
1818,3.817,2.432,Cracow,Poland,50.63N,19.01E
1818,8.701,7.093999999999999,Cracow,Poland,50.63N,19.01E
1818,12.959,3.975,Cracow,Poland,50.63N,19.01E
1818,15.856,5.299,Cracow,Poland,50.63N,19.01E
1818,18.226,3.678,Cracow,Poland,50.63N,19.01E
1818,15.932999999999998,1.3869999999999998,Cracow,Poland,50.63N,19.01E
1818,13.606,3.132,Cracow,Poland,50.63N,19.01E
1818,7.625999999999999,2.843,Cracow,Poland,50.63N,19.01E
1818,3.267,6.622999999999999,Cracow,Poland,50.63N,19.01E
1818,-2.513,2.185,Cracow,Poland,50.63N,19.01E
1819,-1.44,3.769,Cracow,Poland,50.63N,19.01E
1819,0.3889999999999998,4.261,Cracow,Poland,50.63N,19.01E
1819,3.698,7.752000000000001,Cracow,Poland,50.63N,19.01E
1819,8.198,1.601,Cracow,Poland,50.63N,19.01E
1819,12.494000000000002,2.149,Cracow,Poland,50.63N,19.01E
1819,17.613,1.649,Cracow,Poland,50.63N,19.01E
1819,18.551,0.937,Cracow,Poland,50.63N,19.01E
1819,18.145,1.611,Cracow,Poland,50.63N,19.01E
1819,14.132,1.219,Cracow,Poland,50.63N,19.01E
1819,8.243,1.722,Cracow,Poland,50.63N,19.01E
1819,2.613,2.197,Cracow,Poland,50.63N,19.01E
1819,-4.94,2.617,Cracow,Poland,50.63N,19.01E
1820,-7.087000000000001,8.455,Cracow,Poland,50.63N,19.01E
1820,-1.616,3.648,Cracow,Poland,50.63N,19.01E
1820,1.3159999999999998,3.161,Cracow,Poland,50.63N,19.01E
1820,9.222,1.366,Cracow,Poland,50.63N,19.01E
1820,14.642,2.15,Cracow,Poland,50.63N,19.01E
1820,14.456,1.109,Cracow,Poland,50.63N,19.01E
1820,16.317999999999998,4.035,Cracow,Poland,50.63N,19.01E
1820,19.489,3.0610000000000004,Cracow,Poland,50.63N,19.01E
1820,12.757,2.055,Cracow,Poland,50.63N,19.01E
1820,8.37,0.75,Cracow,Poland,50.63N,19.01E
1820,2.028,1.357,Cracow,Poland,50.63N,19.01E
1820,-4.215,2.145,Cracow,Poland,50.63N,19.01E
1821,-1.723,4.034,Cracow,Poland,50.63N,19.01E
1821,-4.1560000000000015,5.455,Cracow,Poland,50.63N,19.01E
1821,-0.0009999999999998,2.354,Cracow,Poland,50.63N,19.01E
1821,10.79,2.508,Cracow,Poland,50.63N,19.01E
1821,13.683,2.237,Cracow,Poland,50.63N,19.01E
1821,13.275,3.196,Cracow,Poland,50.63N,19.01E
1821,15.935999999999998,2.5780000000000003,Cracow,Poland,50.63N,19.01E
1821,16.407,1.537,Cracow,Poland,50.63N,19.01E
1821,14.479,1.46,Cracow,Poland,50.63N,19.01E
1821,8.498,0.752,Cracow,Poland,50.63N,19.01E
1821,5.428,2.422,Cracow,Poland,50.63N,19.01E
1821,1.5650000000000002,2.3040000000000003,Cracow,Poland,50.63N,19.01E
1822,-1.384,3.709,Cracow,Poland,50.63N,19.01E
1822,0.5299999999999998,2.488,Cracow,Poland,50.63N,19.01E
1822,5.649,1.4240000000000002,Cracow,Poland,50.63N,19.01E
1822,9.649,1.4469999999999998,Cracow,Poland,50.63N,19.01E
1822,14.720999999999998,2.09,Cracow,Poland,50.63N,19.01E
1822,17.348,1.5219999999999998,Cracow,Poland,50.63N,19.01E
1822,19.886,1.233,Cracow,Poland,50.63N,19.01E
1822,17.034000000000002,3.1060000000000003,Cracow,Poland,50.63N,19.01E
1822,12.937,2.7710000000000004,Cracow,Poland,50.63N,19.01E
1822,10.702,1.527,Cracow,Poland,50.63N,19.01E
1822,3.957,2.023,Cracow,Poland,50.63N,19.01E
1822,-2.753,3.427,Cracow,Poland,50.63N,19.01E
1823,-10.957,2.266,Cracow,Poland,50.63N,19.01E
1823,-2.321,3.168,Cracow,Poland,50.63N,19.01E
1823,2.5420000000000003,2.189,Cracow,Poland,50.63N,19.01E
1823,6.377999999999999,3.4,Cracow,Poland,50.63N,19.01E
1823,13.638,2.085,Cracow,Poland,50.63N,19.01E
1823,17.15,2.898,Cracow,Poland,50.63N,19.01E
1823,17.913999999999994,1.39,Cracow,Poland,50.63N,19.01E
1823,19.031,1.832,Cracow,Poland,50.63N,19.01E
1823,14.052,1.928,Cracow,Poland,50.63N,19.01E
1823,10.123,2.127,Cracow,Poland,50.63N,19.01E
1823,3.801,4.388999999999999,Cracow,Poland,50.63N,19.01E
1823,-0.25,2.22,Cracow,Poland,50.63N,19.01E
1824,-2.005,1.5759999999999998,Cracow,Poland,50.63N,19.01E
1824,-0.1140000000000001,3.5610000000000004,Cracow,Poland,50.63N,19.01E
1824,2.419,2.278,Cracow,Poland,50.63N,19.01E
1824,7.4060000000000015,2.821,Cracow,Poland,50.63N,19.01E
1824,11.887,1.693,Cracow,Poland,50.63N,19.01E
1824,15.532,3.1660000000000004,Cracow,Poland,50.63N,19.01E
1824,17.668,4.075,Cracow,Poland,50.63N,19.01E
1824,17.927,2.483,Cracow,Poland,50.63N,19.01E
1824,15.923000000000002,2.216,Cracow,Poland,50.63N,19.01E
1824,9.182,1.491,Cracow,Poland,50.63N,19.01E
1824,4.082,1.973,Cracow,Poland,50.63N,19.01E
1824,2.402,3.599,Cracow,Poland,50.63N,19.01E
1825,-0.6459999999999999,3.498,Cracow,Poland,50.63N,19.01E
1825,-2.424,2.0540000000000003,Cracow,Poland,50.63N,19.01E
1825,-1.2990000000000002,2.847,Cracow,Poland,50.63N,19.01E
1825,7.590000000000002,2.673,Cracow,Poland,50.63N,19.01E
1825,13.147,1.446,Cracow,Poland,50.63N,19.01E
1825,16.05,0.969,Cracow,Poland,50.63N,19.01E
1825,17.034000000000002,3.507,Cracow,Poland,50.63N,19.01E
1825,17.183999999999994,3.435,Cracow,Poland,50.63N,19.01E
1825,14.285,2.76,Cracow,Poland,50.63N,19.01E
1825,7.8279999999999985,2.318,Cracow,Poland,50.63N,19.01E
1825,5.573,2.398,Cracow,Poland,50.63N,19.01E
1825,3.3510000000000004,1.337,Cracow,Poland,50.63N,19.01E
1826,-8.293,1.601,Cracow,Poland,50.63N,19.01E
1826,-2.132,2.3040000000000003,Cracow,Poland,50.63N,19.01E
1826,2.585,1.965,Cracow,Poland,50.63N,19.01E
1826,6.902000000000001,3.319,Cracow,Poland,50.63N,19.01E
1826,12.029000000000002,1.905,Cracow,Poland,50.63N,19.01E
1826,17.316,2.81,Cracow,Poland,50.63N,19.01E
1826,21.189,1.49,Cracow,Poland,50.63N,19.01E
1826,20.151,1.965,Cracow,Poland,50.63N,19.01E
1826,14.108,3.156,Cracow,Poland,50.63N,19.01E
1826,9.56,2.918,Cracow,Poland,50.63N,19.01E
1826,2.669,0.445,Cracow,Poland,50.63N,19.01E
1826,0.1779999999999999,2.87,Cracow,Poland,50.63N,19.01E
1827,-3.222,3.3760000000000003,Cracow,Poland,50.63N,19.01E
1827,-7.666,1.3530000000000002,Cracow,Poland,50.63N,19.01E
1827,3.646,2.188,Cracow,Poland,50.63N,19.01E
1827,10.022,4.0280000000000005,Cracow,Poland,50.63N,19.01E
1827,15.424,2.709,Cracow,Poland,50.63N,19.01E
1827,19.539,2.768,Cracow,Poland,50.63N,19.01E
1827,19.304,1.095,Cracow,Poland,50.63N,19.01E
1827,17.651999999999994,1.86,Cracow,Poland,50.63N,19.01E
1827,14.101,1.31,Cracow,Poland,50.63N,19.01E
1827,9.416,1.084,Cracow,Poland,50.63N,19.01E
1827,-0.1560000000000001,1.047,Cracow,Poland,50.63N,19.01E
1827,0.6719999999999999,4.463,Cracow,Poland,50.63N,19.01E
1828,-6.093,3.4130000000000003,Cracow,Poland,50.63N,19.01E
1828,-4.35,2.327,Cracow,Poland,50.63N,19.01E
1828,3.112,2.484,Cracow,Poland,50.63N,19.01E
1828,9.652,2.552,Cracow,Poland,50.63N,19.01E
1828,12.941,3.219,Cracow,Poland,50.63N,19.01E
1828,17.066,2.821,Cracow,Poland,50.63N,19.01E
1828,19.716,1.971,Cracow,Poland,50.63N,19.01E
1828,16.665,2.627,Cracow,Poland,50.63N,19.01E
1828,12.605,1.727,Cracow,Poland,50.63N,19.01E
1828,7.2719999999999985,1.779,Cracow,Poland,50.63N,19.01E
1828,3.042,1.947,Cracow,Poland,50.63N,19.01E
1828,-0.6399999999999999,3.128,Cracow,Poland,50.63N,19.01E
1829,-7.986000000000001,1.28,Cracow,Poland,50.63N,19.01E
1829,-6.617999999999999,3.57,Cracow,Poland,50.63N,19.01E
1829,-0.1619999999999999,1.797,Cracow,Poland,50.63N,19.01E
1829,8.228,1.533,Cracow,Poland,50.63N,19.01E
1829,11.783,4.274,Cracow,Poland,50.63N,19.01E
1829,15.393,2.65,Cracow,Poland,50.63N,19.01E
1829,18.834,1.558,Cracow,Poland,50.63N,19.01E
1829,17.110999999999994,2.075,Cracow,Poland,50.63N,19.01E
1829,14.847,2.256,Cracow,Poland,50.63N,19.01E
1829,5.917999999999998,2.211,Cracow,Poland,50.63N,19.01E
1829,-2.033,3.477,Cracow,Poland,50.63N,19.01E
1829,-10.372,5.26,Cracow,Poland,50.63N,19.01E
1830,-10.562,3.361,Cracow,Poland,50.63N,19.01E
1830,-6.205,0.964,Cracow,Poland,50.63N,19.01E
1830,1.6920000000000002,1.3130000000000002,Cracow,Poland,50.63N,19.01E
1830,9.269,1.4480000000000002,Cracow,Poland,50.63N,19.01E
1830,13.483,1.389,Cracow,Poland,50.63N,19.01E
1830,18.345,3.42,Cracow,Poland,50.63N,19.01E
1830,18.602,2.232,Cracow,Poland,50.63N,19.01E
1830,18.669,2.7030000000000003,Cracow,Poland,50.63N,19.01E
1830,13.302,3.123,Cracow,Poland,50.63N,19.01E
1830,6.895,3.775,Cracow,Poland,50.63N,19.01E
1830,4.582,1.945,Cracow,Poland,50.63N,19.01E
1830,-0.0419999999999999,2.442,Cracow,Poland,50.63N,19.01E
1831,-7.1,3.176,Cracow,Poland,50.63N,19.01E
1831,-1.783,5.843999999999999,Cracow,Poland,50.63N,19.01E
1831,1.5830000000000002,4.362,Cracow,Poland,50.63N,19.01E
1831,10.853000000000002,1.169,Cracow,Poland,50.63N,19.01E
1831,13.246,3.646,Cracow,Poland,50.63N,19.01E
1831,15.804,2.715,Cracow,Poland,50.63N,19.01E
1831,19.162,1.805,Cracow,Poland,50.63N,19.01E
1831,17.401,2.116,Cracow,Poland,50.63N,19.01E
1831,12.474,1.805,Cracow,Poland,50.63N,19.01E
1831,10.383,1.669,Cracow,Poland,50.63N,19.01E
1831,1.791,5.837000000000001,Cracow,Poland,50.63N,19.01E
1831,-1.632,4.627,Cracow,Poland,50.63N,19.01E
1832,-4.135,2.036,Cracow,Poland,50.63N,19.01E
1832,-1.824,2.644,Cracow,Poland,50.63N,19.01E
1832,1.455,2.0780000000000003,Cracow,Poland,50.63N,19.01E
1832,6.984,3.637,Cracow,Poland,50.63N,19.01E
1832,11.318,2.526,Cracow,Poland,50.63N,19.01E
1832,15.73,2.26,Cracow,Poland,50.63N,19.01E
1832,15.589,3.093,Cracow,Poland,50.63N,19.01E
1832,18.005,2.168,Cracow,Poland,50.63N,19.01E
1832,11.630999999999998,3.309,Cracow,Poland,50.63N,19.01E
1832,8.235999999999999,2.306,Cracow,Poland,50.63N,19.01E
1832,1.214,1.029,Cracow,Poland,50.63N,19.01E
1832,-3.523,5.157,Cracow,Poland,50.63N,19.01E
1833,-6.632000000000001,3.711,Cracow,Poland,50.63N,19.01E
1833,1.181,2.25,Cracow,Poland,50.63N,19.01E
1833,2.576,2.944,Cracow,Poland,50.63N,19.01E
1833,6.112,1.99,Cracow,Poland,50.63N,19.01E
1833,16.301000000000002,1.7280000000000002,Cracow,Poland,50.63N,19.01E
1833,18.781,1.739,Cracow,Poland,50.63N,19.01E
1833,17.285,1.5219999999999998,Cracow,Poland,50.63N,19.01E
1833,14.28,1.999,Cracow,Poland,50.63N,19.01E
1833,13.371,1.048,Cracow,Poland,50.63N,19.01E
1833,7.282999999999999,1.409,Cracow,Poland,50.63N,19.01E
1833,2.757,1.669,Cracow,Poland,50.63N,19.01E
1833,2.194,2.923,Cracow,Poland,50.63N,19.01E
1834,0.0909999999999997,2.268,Cracow,Poland,50.63N,19.01E
1834,-1.3130000000000002,2.815,Cracow,Poland,50.63N,19.01E
1834,1.27,2.494,Cracow,Poland,50.63N,19.01E
1834,6.349,2.784,Cracow,Poland,50.63N,19.01E
1834,16.307000000000002,1.852,Cracow,Poland,50.63N,19.01E
1834,18.313,3.004,Cracow,Poland,50.63N,19.01E
1834,22.099,1.784,Cracow,Poland,50.63N,19.01E
1834,20.512,1.3090000000000002,Cracow,Poland,50.63N,19.01E
1834,15.49,3.214,Cracow,Poland,50.63N,19.01E
1834,8.054,1.412,Cracow,Poland,50.63N,19.01E
1834,2.529,2.535,Cracow,Poland,50.63N,19.01E
1834,-0.349,1.568,Cracow,Poland,50.63N,19.01E
1835,-1.784,2.314,Cracow,Poland,50.63N,19.01E
1835,0.4129999999999998,2.356,Cracow,Poland,50.63N,19.01E
1835,2.322,2.013,Cracow,Poland,50.63N,19.01E
1835,6.308000000000002,2.668,Cracow,Poland,50.63N,19.01E
1835,13.545,1.461,Cracow,Poland,50.63N,19.01E
1835,17.137999999999998,2.276,Cracow,Poland,50.63N,19.01E
1835,18.817,2.1,Cracow,Poland,50.63N,19.01E
1835,16.669999999999998,1.112,Cracow,Poland,50.63N,19.01E
1835,13.855,1.7380000000000002,Cracow,Poland,50.63N,19.01E
1835,7.526,1.148,Cracow,Poland,50.63N,19.01E
1835,-1.746,1.28,Cracow,Poland,50.63N,19.01E
1835,-4.178999999999999,1.193,Cracow,Poland,50.63N,19.01E
1836,-4.8740000000000006,0.755,Cracow,Poland,50.63N,19.01E
1836,-0.6940000000000001,1.92,Cracow,Poland,50.63N,19.01E
1836,7.324,1.086,Cracow,Poland,50.63N,19.01E
1836,8.59,1.2,Cracow,Poland,50.63N,19.01E
1836,10.056,1.868,Cracow,Poland,50.63N,19.01E
1836,16.887,1.7480000000000002,Cracow,Poland,50.63N,19.01E
1836,16.894000000000002,1.898,Cracow,Poland,50.63N,19.01E
1836,16.201999999999998,1.865,Cracow,Poland,50.63N,19.01E
1836,13.261,2.735,Cracow,Poland,50.63N,19.01E
1836,10.486,5.492000000000001,Cracow,Poland,50.63N,19.01E
1836,1.015,1.848,Cracow,Poland,50.63N,19.01E
1836,0.3560000000000001,2.772,Cracow,Poland,50.63N,19.01E
1837,-3.573,2.639,Cracow,Poland,50.63N,19.01E
1837,-4.073,1.8,Cracow,Poland,50.63N,19.01E
1837,-0.73,2.033,Cracow,Poland,50.63N,19.01E
1837,6.9620000000000015,1.443,Cracow,Poland,50.63N,19.01E
1837,11.825,1.722,Cracow,Poland,50.63N,19.01E
1837,15.651,2.0340000000000003,Cracow,Poland,50.63N,19.01E
1837,16.016,1.347,Cracow,Poland,50.63N,19.01E
1837,18.595,1.162,Cracow,Poland,50.63N,19.01E
1837,12.226,1.304,Cracow,Poland,50.63N,19.01E
1837,8.033999999999999,2.859,Cracow,Poland,50.63N,19.01E
1837,3.483,2.246,Cracow,Poland,50.63N,19.01E
1837,-3.5660000000000003,4.162,Cracow,Poland,50.63N,19.01E
1838,-11.939,3.051,Cracow,Poland,50.63N,19.01E
1838,-6.711,1.265,Cracow,Poland,50.63N,19.01E
1838,1.636,1.5730000000000002,Cracow,Poland,50.63N,19.01E
1838,6.192,1.535,Cracow,Poland,50.63N,19.01E
1838,13.407,0.858,Cracow,Poland,50.63N,19.01E
1838,15.88,1.633,Cracow,Poland,50.63N,19.01E
1838,16.959999999999994,3.877,Cracow,Poland,50.63N,19.01E
1838,15.416999999999998,3.529,Cracow,Poland,50.63N,19.01E
1838,14.855,1.61,Cracow,Poland,50.63N,19.01E
1838,6.222,3.973,Cracow,Poland,50.63N,19.01E
1838,1.4290000000000005,3.0380000000000003,Cracow,Poland,50.63N,19.01E
1838,-2.735,2.71,Cracow,Poland,50.63N,19.01E
1839,-3.742,1.463,Cracow,Poland,50.63N,19.01E
1839,-1.6740000000000002,1.904,Cracow,Poland,50.63N,19.01E
1839,-1.6630000000000005,1.029,Cracow,Poland,50.63N,19.01E
1839,4.046,1.992,Cracow,Poland,50.63N,19.01E
1839,13.432,0.583,Cracow,Poland,50.63N,19.01E
1839,18.024,1.008,Cracow,Poland,50.63N,19.01E
1839,19.335,3.449,Cracow,Poland,50.63N,19.01E
1839,17.113,2.531,Cracow,Poland,50.63N,19.01E
1839,15.47,1.607,Cracow,Poland,50.63N,19.01E
1839,8.869,1.639,Cracow,Poland,50.63N,19.01E
1839,4.362,1.994,Cracow,Poland,50.63N,19.01E
1839,-3.2,1.307,Cracow,Poland,50.63N,19.01E
1840,-3.97,2.261,Cracow,Poland,50.63N,19.01E
1840,-2.881,2.277,Cracow,Poland,50.63N,19.01E
1840,-2.3760000000000003,0.948,Cracow,Poland,50.63N,19.01E
1840,6.505000000000001,2.585,Cracow,Poland,50.63N,19.01E
1840,11.242,1.5659999999999998,Cracow,Poland,50.63N,19.01E
1840,15.819,1.43,Cracow,Poland,50.63N,19.01E
1840,17.79,1.055,Cracow,Poland,50.63N,19.01E
1840,16.049999999999994,0.989,Cracow,Poland,50.63N,19.01E
1840,14.281,1.371,Cracow,Poland,50.63N,19.01E
1840,5.573,1.894,Cracow,Poland,50.63N,19.01E
1840,4.885,3.237,Cracow,Poland,50.63N,19.01E
1840,-9.104,1.824,Cracow,Poland,50.63N,19.01E
1841,-4.098,2.168,Cracow,Poland,50.63N,19.01E
1841,-7.9689999999999985,1.359,Cracow,Poland,50.63N,19.01E
1841,2.78,3.769,Cracow,Poland,50.63N,19.01E
1841,9.224,1.833,Cracow,Poland,50.63N,19.01E
1841,16.044,0.892,Cracow,Poland,50.63N,19.01E
1841,16.658,0.93,Cracow,Poland,50.63N,19.01E
1841,17.991999999999994,1.415,Cracow,Poland,50.63N,19.01E
1841,18.119,1.365,Cracow,Poland,50.63N,19.01E
1841,14.062,0.599,Cracow,Poland,50.63N,19.01E
1841,11.123,1.115,Cracow,Poland,50.63N,19.01E
1841,3.88,0.7020000000000001,Cracow,Poland,50.63N,19.01E
1841,1.5000000000000002,1.85,Cracow,Poland,50.63N,19.01E
1842,-7.13,1.815,Cracow,Poland,50.63N,19.01E
1842,-4.019,1.909,Cracow,Poland,50.63N,19.01E
1842,2.3240000000000003,2.391,Cracow,Poland,50.63N,19.01E
1842,4.955,1.893,Cracow,Poland,50.63N,19.01E
1842,13.725,1.212,Cracow,Poland,50.63N,19.01E
1842,15.836,0.778,Cracow,Poland,50.63N,19.01E
1842,17.073,1.357,Cracow,Poland,50.63N,19.01E
1842,19.813,1.241,Cracow,Poland,50.63N,19.01E
1842,13.652,1.453,Cracow,Poland,50.63N,19.01E
1842,5.799,0.999,Cracow,Poland,50.63N,19.01E
1842,0.1579999999999999,1.672,Cracow,Poland,50.63N,19.01E
1842,0.907,1.849,Cracow,Poland,50.63N,19.01E
1843,-1.598,1.517,Cracow,Poland,50.63N,19.01E
1843,3.32,1.714,Cracow,Poland,50.63N,19.01E
1843,0.5970000000000002,1.464,Cracow,Poland,50.63N,19.01E
1843,7.749,1.569,Cracow,Poland,50.63N,19.01E
1843,10.825,0.89,Cracow,Poland,50.63N,19.01E
1843,15.654000000000002,1.476,Cracow,Poland,50.63N,19.01E
1843,17.56,1.05,Cracow,Poland,50.63N,19.01E
1843,17.958,1.885,Cracow,Poland,50.63N,19.01E
1843,11.555,0.608,Cracow,Poland,50.63N,19.01E
1843,7.883999999999999,1.621,Cracow,Poland,50.63N,19.01E
1843,2.615,0.5429999999999999,Cracow,Poland,50.63N,19.01E
1843,2.318,2.8,Cracow,Poland,50.63N,19.01E
1844,-4.132,0.944,Cracow,Poland,50.63N,19.01E
1844,-3.829,1.369,Cracow,Poland,50.63N,19.01E
1844,0.0409999999999999,2.096,Cracow,Poland,50.63N,19.01E
1844,7.2440000000000015,1.109,Cracow,Poland,50.63N,19.01E
1844,13.535,0.6629999999999999,Cracow,Poland,50.63N,19.01E
1844,15.869000000000002,0.75,Cracow,Poland,50.63N,19.01E
1844,15.352,0.919,Cracow,Poland,50.63N,19.01E
1844,15.665,2.926,Cracow,Poland,50.63N,19.01E
1844,13.507,0.696,Cracow,Poland,50.63N,19.01E
1844,9.108,0.925,Cracow,Poland,50.63N,19.01E
1844,4.009,0.7090000000000001,Cracow,Poland,50.63N,19.01E
1844,-5.811,1.125,Cracow,Poland,50.63N,19.01E
1845,-1.3530000000000002,1.781,Cracow,Poland,50.63N,19.01E
1845,-8.171,3.464,Cracow,Poland,50.63N,19.01E
1845,-4.9110000000000005,0.8079999999999999,Cracow,Poland,50.63N,19.01E
1845,8.103,1.246,Cracow,Poland,50.63N,19.01E
1845,11.951,1.702,Cracow,Poland,50.63N,19.01E
1845,17.926000000000005,1.6269999999999998,Cracow,Poland,50.63N,19.01E
1845,19.31,1.72,Cracow,Poland,50.63N,19.01E
1845,16.759,1.073,Cracow,Poland,50.63N,19.01E
1845,12.485,1.054,Cracow,Poland,50.63N,19.01E
1845,8.748999999999999,0.794,Cracow,Poland,50.63N,19.01E
1845,5.197,1.219,Cracow,Poland,50.63N,19.01E
1845,0.6809999999999999,2.543,Cracow,Poland,50.63N,19.01E
1846,-1.981,2.24,Cracow,Poland,50.63N,19.01E
1846,-0.3280000000000001,1.485,Cracow,Poland,50.63N,19.01E
1846,5.569,1.7990000000000002,Cracow,Poland,50.63N,19.01E
1846,9.507,1.4469999999999998,Cracow,Poland,50.63N,19.01E
1846,12.126,2.003,Cracow,Poland,50.63N,19.01E
1846,16.997,1.68,Cracow,Poland,50.63N,19.01E
1846,19.904,2.17,Cracow,Poland,50.63N,19.01E
1846,20.509,1.46,Cracow,Poland,50.63N,19.01E
1846,14.105,1.616,Cracow,Poland,50.63N,19.01E
1846,11.605,0.845,Cracow,Poland,50.63N,19.01E
1846,0.957,2.022,Cracow,Poland,50.63N,19.01E
1846,-3.771,0.848,Cracow,Poland,50.63N,19.01E
1847,-6.2970000000000015,6.007000000000001,Cracow,Poland,50.63N,19.01E
1847,-2.8040000000000003,0.989,Cracow,Poland,50.63N,19.01E
1847,1.022,2.468,Cracow,Poland,50.63N,19.01E
1847,6.170000000000001,1.151,Cracow,Poland,50.63N,19.01E
1847,14.568,0.973,Cracow,Poland,50.63N,19.01E
1847,14.859000000000002,1.628,Cracow,Poland,50.63N,19.01E
1847,17.642,1.3330000000000002,Cracow,Poland,50.63N,19.01E
1847,19.175,1.222,Cracow,Poland,50.63N,19.01E
1847,11.877,0.6459999999999999,Cracow,Poland,50.63N,19.01E
1847,6.746,0.754,Cracow,Poland,50.63N,19.01E
1847,2.884,1.08,Cracow,Poland,50.63N,19.01E
1847,-2.076,2.286,Cracow,Poland,50.63N,19.01E
1848,-11.957999999999998,1.816,Cracow,Poland,50.63N,19.01E
1848,0.544,1.3230000000000002,Cracow,Poland,50.63N,19.01E
1848,4.457000000000002,0.667,Cracow,Poland,50.63N,19.01E
1848,11.16,1.057,Cracow,Poland,50.63N,19.01E
1848,12.911,1.432,Cracow,Poland,50.63N,19.01E
1848,18.985,2.083,Cracow,Poland,50.63N,19.01E
1848,18.417,2.263,Cracow,Poland,50.63N,19.01E
1848,17.369,1.706,Cracow,Poland,50.63N,19.01E
1848,12.713,1.329,Cracow,Poland,50.63N,19.01E
1848,10.363,1.182,Cracow,Poland,50.63N,19.01E
1848,2.9930000000000003,0.924,Cracow,Poland,50.63N,19.01E
1848,-0.454,1.483,Cracow,Poland,50.63N,19.01E
1849,-5.1850000000000005,1.154,Cracow,Poland,50.63N,19.01E
1849,0.4630000000000001,1.183,Cracow,Poland,50.63N,19.01E
1849,0.6930000000000001,1.891,Cracow,Poland,50.63N,19.01E
1849,6.932,1.529,Cracow,Poland,50.63N,19.01E
1849,14.019,0.5710000000000001,Cracow,Poland,50.63N,19.01E
1849,16.509,1.707,Cracow,Poland,50.63N,19.01E
1849,16.706999999999994,0.8490000000000001,Cracow,Poland,50.63N,19.01E
1849,16.009,1.13,Cracow,Poland,50.63N,19.01E
1849,12.071000000000002,0.91,Cracow,Poland,50.63N,19.01E
1849,7.6549999999999985,1.29,Cracow,Poland,50.63N,19.01E
1849,2.715,1.743,Cracow,Poland,50.63N,19.01E
1849,-5.664,1.633,Cracow,Poland,50.63N,19.01E
1850,-10.102,2.088,Cracow,Poland,50.63N,19.01E
1850,0.532,1.946,Cracow,Poland,50.63N,19.01E
1850,-0.8279999999999998,2.904,Cracow,Poland,50.63N,19.01E
1850,7.831,2.224,Cracow,Poland,50.63N,19.01E
1850,14.084,0.898,Cracow,Poland,50.63N,19.01E
1850,17.796,1.085,Cracow,Poland,50.63N,19.01E
1850,18.204,1.2819999999999998,Cracow,Poland,50.63N,19.01E
1850,18.578,1.32,Cracow,Poland,50.63N,19.01E
1850,11.761,0.795,Cracow,Poland,50.63N,19.01E
1850,7.580999999999999,1.124,Cracow,Poland,50.63N,19.01E
1850,3.604,1.837,Cracow,Poland,50.63N,19.01E
1850,-0.2899999999999999,1.255,Cracow,Poland,50.63N,19.01E
1851,-3.673,0.5720000000000001,Cracow,Poland,50.63N,19.01E
1851,-1.997,0.77,Cracow,Poland,50.63N,19.01E
1851,2.529,1.062,Cracow,Poland,50.63N,19.01E
1851,9.935,1.61,Cracow,Poland,50.63N,19.01E
1851,10.827000000000002,1.4269999999999998,Cracow,Poland,50.63N,19.01E
1851,15.536,1.072,Cracow,Poland,50.63N,19.01E
1851,17.491,1.923,Cracow,Poland,50.63N,19.01E
1851,17.430999999999994,1.661,Cracow,Poland,50.63N,19.01E
1851,12.277,0.861,Cracow,Poland,50.63N,19.01E
1851,10.623,2.834,Cracow,Poland,50.63N,19.01E
1851,2.3440000000000003,0.965,Cracow,Poland,50.63N,19.01E
1851,-0.879,3.403,Cracow,Poland,50.63N,19.01E
1852,0.0729999999999999,3.182,Cracow,Poland,50.63N,19.01E
1852,-1.319,1.862,Cracow,Poland,50.63N,19.01E
1852,-0.4870000000000001,1.11,Cracow,Poland,50.63N,19.01E
1852,3.979,1.586,Cracow,Poland,50.63N,19.01E
1852,13.411,1.238,Cracow,Poland,50.63N,19.01E
1852,17.651,0.8270000000000001,Cracow,Poland,50.63N,19.01E
1852,19.288,1.53,Cracow,Poland,50.63N,19.01E
1852,18.267,1.275,Cracow,Poland,50.63N,19.01E
1852,13.880999999999998,1.6469999999999998,Cracow,Poland,50.63N,19.01E
1852,7.289999999999999,1.541,Cracow,Poland,50.63N,19.01E
1852,4.503,1.252,Cracow,Poland,50.63N,19.01E
1852,2.419,1.526,Cracow,Poland,50.63N,19.01E
1853,-0.6040000000000001,1.008,Cracow,Poland,50.63N,19.01E
1853,-2.793,0.7859999999999999,Cracow,Poland,50.63N,19.01E
1853,-1.983,1.411,Cracow,Poland,50.63N,19.01E
1853,4.3740000000000006,1.038,Cracow,Poland,50.63N,19.01E
1853,12.695,0.7809999999999999,Cracow,Poland,50.63N,19.01E
1853,17.371,0.8759999999999999,Cracow,Poland,50.63N,19.01E
1853,18.946,0.725,Cracow,Poland,50.63N,19.01E
1853,17.462,1.129,Cracow,Poland,50.63N,19.01E
1853,13.049,0.7190000000000001,Cracow,Poland,50.63N,19.01E
1853,9.11,1.202,Cracow,Poland,50.63N,19.01E
1853,1.197,2.009,Cracow,Poland,50.63N,19.01E
1853,-5.622000000000001,1.08,Cracow,Poland,50.63N,19.01E
1854,-2.93,2.055,Cracow,Poland,50.63N,19.01E
1854,-2.8480000000000003,1.555,Cracow,Poland,50.63N,19.01E
